# timestamp,index,utilization.gpu,memory.used,power.draw (per-row)
2026/05/02 08:04:33.343, 0, 0 %, 15191 MiB, 55.39 W
2026/05/02 08:04:33.346, 1, 0 %, 14557 MiB, 45.70 W
2026/05/02 08:04:33.349, 2, 0 %, 11933 MiB, 66.12 W
2026/05/02 08:04:33.353, 3, 93 %, 15477 MiB, 178.74 W
2026/05/02 08:04:44.830, 0, 49 %, 15191 MiB, 57.23 W
2026/05/02 08:04:44.834, 1, 51 %, 14557 MiB, 47.01 W
2026/05/02 08:04:44.838, 2, 0 %, 11933 MiB, 65.32 W
2026/05/02 08:04:44.841, 3, 0 %, 15477 MiB, 47.31 W
2026/05/02 08:04:55.911, 0, 47 %, 15191 MiB, 67.14 W
2026/05/02 08:04:55.914, 1, 0 %, 14557 MiB, 45.79 W
2026/05/02 08:04:55.917, 2, 2 %, 11933 MiB, 67.23 W
2026/05/02 08:04:55.920, 3, 0 %, 15477 MiB, 47.04 W
2026/05/02 08:05:06.983, 0, 14 %, 15191 MiB, 49.58 W
2026/05/02 08:05:06.986, 1, 13 %, 14557 MiB, 52.96 W
2026/05/02 08:05:06.989, 2, 17 %, 11933 MiB, 68.31 W
2026/05/02 08:05:06.992, 3, 25 %, 15477 MiB, 128.47 W
2026/05/02 08:05:18.047, 0, 13 %, 15191 MiB, 71.87 W
2026/05/02 08:05:18.050, 1, 13 %, 14557 MiB, 47.89 W
2026/05/02 08:05:18.053, 2, 21 %, 11933 MiB, 58.65 W
2026/05/02 08:05:18.056, 3, 20 %, 15477 MiB, 59.11 W
2026/05/02 08:05:29.133, 0, 13 %, 15191 MiB, 85.67 W
2026/05/02 08:05:29.136, 1, 16 %, 14557 MiB, 74.55 W
2026/05/02 08:05:29.140, 2, 15 %, 11933 MiB, 56.71 W
2026/05/02 08:05:29.143, 3, 27 %, 15477 MiB, 49.92 W
2026/05/02 08:05:40.153, 0, 19 %, 15191 MiB, 63.41 W
2026/05/02 08:05:40.156, 1, 21 %, 14557 MiB, 76.25 W
2026/05/02 08:05:40.159, 2, 22 %, 11933 MiB, 77.31 W
2026/05/02 08:05:40.162, 3, 25 %, 15477 MiB, 45.29 W
2026/05/02 08:05:51.580, 0, 17 %, 15191 MiB, 48.40 W
2026/05/02 08:05:51.583, 1, 21 %, 14557 MiB, 44.27 W
2026/05/02 08:05:51.586, 2, 17 %, 11933 MiB, 65.68 W
2026/05/02 08:05:51.589, 3, 27 %, 15477 MiB, 101.03 W
2026/05/02 08:06:02.632, 0, 6 %, 15191 MiB, 46.40 W
2026/05/02 08:06:02.635, 1, 0 %, 14557 MiB, 40.30 W
2026/05/02 08:06:02.638, 2, 15 %, 11933 MiB, 55.22 W
2026/05/02 08:06:02.641, 3, 21 %, 15477 MiB, 41.32 W
2026/05/02 08:06:13.672, 0, 19 %, 15191 MiB, 48.40 W
2026/05/02 08:06:13.676, 1, 19 %, 14557 MiB, 44.51 W
2026/05/02 08:06:13.679, 2, 22 %, 11933 MiB, 66.40 W
2026/05/02 08:06:13.682, 3, 24 %, 15477 MiB, 102.96 W
2026/05/02 08:06:24.715, 0, 19 %, 15191 MiB, 83.48 W
2026/05/02 08:06:24.719, 1, 21 %, 14557 MiB, 72.61 W
2026/05/02 08:06:24.722, 2, 21 %, 11933 MiB, 56.96 W
2026/05/02 08:06:24.725, 3, 21 %, 15477 MiB, 50.90 W
2026/05/02 08:06:35.764, 0, 19 %, 15191 MiB, 61.99 W
2026/05/02 08:06:35.768, 1, 21 %, 14557 MiB, 73.82 W
2026/05/02 08:06:35.771, 2, 21 %, 11933 MiB, 83.63 W
2026/05/02 08:06:35.774, 3, 28 %, 15477 MiB, 45.54 W
2026/05/02 08:06:46.772, 0, 19 %, 15191 MiB, 50.59 W
2026/05/02 08:06:46.775, 1, 14 %, 14557 MiB, 49.13 W
2026/05/02 08:06:46.778, 2, 22 %, 11933 MiB, 79.30 W
2026/05/02 08:06:46.781, 3, 23 %, 15477 MiB, 79.01 W
2026/05/02 08:06:58.278, 0, 0 %, 15191 MiB, 54.73 W
2026/05/02 08:06:58.282, 1, 0 %, 14557 MiB, 46.71 W
2026/05/02 08:06:58.285, 2, 94 %, 11933 MiB, 129.61 W
2026/05/02 08:06:58.288, 3, 0 %, 15477 MiB, 41.19 W
2026/05/02 08:07:09.379, 0, 55 %, 15191 MiB, 62.28 W
2026/05/02 08:07:09.382, 1, 0 %, 14557 MiB, 46.52 W
2026/05/02 08:07:09.385, 2, 0 %, 11933 MiB, 64.82 W
2026/05/02 08:07:09.388, 3, 6 %, 15477 MiB, 55.82 W
2026/05/02 08:07:20.473, 0, 96 %, 15191 MiB, 118.73 W
2026/05/02 08:07:20.476, 1, 0 %, 14557 MiB, 46.71 W
2026/05/02 08:07:20.479, 2, 0 %, 11933 MiB, 66.20 W
2026/05/02 08:07:20.482, 3, 0 %, 15477 MiB, 48.71 W
2026/05/02 08:07:31.536, 0, 44 %, 15191 MiB, 93.25 W
2026/05/02 08:07:31.540, 1, 0 %, 14557 MiB, 46.98 W
2026/05/02 08:07:31.543, 2, 11 %, 11933 MiB, 66.25 W
2026/05/02 08:07:31.545, 3, 0 %, 15477 MiB, 48.52 W
2026/05/02 08:07:42.592, 0, 56 %, 15191 MiB, 56.99 W
2026/05/02 08:07:42.595, 1, 0 %, 14557 MiB, 46.77 W
2026/05/02 08:07:42.598, 2, 0 %, 11933 MiB, 66.53 W
2026/05/02 08:07:42.601, 3, 0 %, 15477 MiB, 48.53 W
2026/05/02 08:07:53.686, 0, 0 %, 15191 MiB, 160.42 W
2026/05/02 08:07:53.689, 1, 0 %, 14557 MiB, 46.67 W
2026/05/02 08:07:53.692, 2, 0 %, 11933 MiB, 64.50 W
2026/05/02 08:07:53.695, 3, 32 %, 15477 MiB, 49.68 W
2026/05/02 08:08:05.127, 0, 5 %, 15191 MiB, 56.99 W
2026/05/02 08:08:05.130, 1, 95 %, 14557 MiB, 49.20 W
2026/05/02 08:08:05.136, 2, 0 %, 11933 MiB, 66.05 W
2026/05/02 08:08:05.140, 3, 0 %, 15477 MiB, 48.53 W
2026/05/02 08:08:16.225, 0, 53 %, 15191 MiB, 119.94 W
2026/05/02 08:08:16.228, 1, 0 %, 14557 MiB, 46.67 W
2026/05/02 08:08:16.231, 2, 15 %, 11933 MiB, 74.59 W
2026/05/02 08:08:16.235, 3, 0 %, 15477 MiB, 118.11 W
2026/05/02 08:08:27.270, 0, 0 %, 15191 MiB, 55.91 W
2026/05/02 08:08:27.276, 1, 94 %, 14557 MiB, 110.01 W
2026/05/02 08:08:27.280, 2, 0 %, 11933 MiB, 66.70 W
2026/05/02 08:08:27.285, 3, 0 %, 15477 MiB, 48.71 W
2026/05/02 08:08:38.285, 0, 43 %, 15191 MiB, 92.77 W
2026/05/02 08:08:38.288, 1, 0 %, 14557 MiB, 46.25 W
2026/05/02 08:08:38.291, 2, 10 %, 11933 MiB, 64.05 W
2026/05/02 08:08:38.294, 3, 0 %, 15477 MiB, 40.94 W
2026/05/02 08:08:49.355, 0, 48 %, 15191 MiB, 58.45 W
2026/05/02 08:08:49.358, 1, 10 %, 14557 MiB, 46.77 W
2026/05/02 08:08:49.361, 2, 0 %, 11933 MiB, 66.05 W
2026/05/02 08:08:49.364, 3, 0 %, 15477 MiB, 49.02 W
2026/05/02 08:09:00.414, 0, 0 %, 15191 MiB, 55.91 W
2026/05/02 08:09:00.417, 1, 94 %, 14557 MiB, 146.74 W
2026/05/02 08:09:00.420, 2, 0 %, 11933 MiB, 66.13 W
2026/05/02 08:09:00.423, 3, 0 %, 15477 MiB, 49.17 W
2026/05/02 08:09:11.856, 0, 49 %, 15191 MiB, 67.63 W
2026/05/02 08:09:11.860, 1, 0 %, 14557 MiB, 46.25 W
2026/05/02 08:09:11.866, 2, 0 %, 11933 MiB, 67.95 W
2026/05/02 08:09:11.869, 3, 0 %, 15477 MiB, 48.95 W
2026/05/02 08:09:22.969, 0, 49 %, 15191 MiB, 60.16 W
2026/05/02 08:09:22.972, 1, 0 %, 14557 MiB, 39.73 W
2026/05/02 08:09:22.976, 2, 0 %, 11933 MiB, 54.62 W
2026/05/02 08:09:22.981, 3, 0 %, 15477 MiB, 49.78 W
2026/05/02 08:09:34.068, 0, 46 %, 15191 MiB, 56.99 W
2026/05/02 08:09:34.071, 1, 10 %, 14557 MiB, 46.52 W
2026/05/02 08:09:34.074, 2, 0 %, 11933 MiB, 64.09 W
2026/05/02 08:09:34.077, 3, 0 %, 15477 MiB, 47.52 W
2026/05/02 08:09:45.157, 0, 53 %, 15191 MiB, 112.48 W
2026/05/02 08:09:45.160, 1, 0 %, 14557 MiB, 45.95 W
2026/05/02 08:09:45.163, 2, 0 %, 11933 MiB, 75.85 W
2026/05/02 08:09:45.166, 3, 0 %, 15477 MiB, 117.16 W
2026/05/02 08:09:56.225, 0, 0 %, 15191 MiB, 55.41 W
2026/05/02 08:09:56.228, 1, 0 %, 14557 MiB, 46.40 W
2026/05/02 08:09:56.231, 2, 93 %, 11933 MiB, 189.25 W
2026/05/02 08:09:56.237, 3, 0 %, 15477 MiB, 49.13 W
2026/05/02 08:10:07.357, 0, 49 %, 15283 MiB, 62.07 W
2026/05/02 08:10:07.360, 1, 0 %, 14557 MiB, 39.73 W
2026/05/02 08:10:07.363, 2, 0 %, 11933 MiB, 55.11 W
2026/05/02 08:10:07.367, 3, 0 %, 15477 MiB, 49.29 W
2026/05/02 08:10:18.816, 0, 0 %, 15283 MiB, 55.63 W
2026/05/02 08:10:18.822, 1, 95 %, 14557 MiB, 143.60 W
2026/05/02 08:10:18.825, 2, 0 %, 11933 MiB, 66.41 W
2026/05/02 08:10:18.828, 3, 0 %, 15477 MiB, 47.97 W
2026/05/02 08:10:29.878, 0, 36 %, 15283 MiB, 61.83 W
2026/05/02 08:10:29.881, 1, 0 %, 14557 MiB, 46.28 W
2026/05/02 08:10:29.884, 2, 40 %, 11933 MiB, 68.97 W
2026/05/02 08:10:29.887, 3, 0 %, 15477 MiB, 48.29 W
2026/05/02 08:10:41.017, 0, 0 %, 15283 MiB, 55.15 W
2026/05/02 08:10:41.020, 1, 0 %, 14557 MiB, 45.95 W
2026/05/02 08:10:41.023, 2, 0 %, 11933 MiB, 66.89 W
2026/05/02 08:10:41.026, 3, 93 %, 15477 MiB, 135.76 W
2026/05/02 08:10:52.064, 0, 0 %, 15283 MiB, 55.46 W
2026/05/02 08:10:52.067, 1, 94 %, 14557 MiB, 117.02 W
2026/05/02 08:10:52.070, 2, 0 %, 11933 MiB, 54.76 W
2026/05/02 08:10:52.073, 3, 0 %, 15477 MiB, 48.68 W
2026/05/02 08:11:03.112, 0, 6 %, 15283 MiB, 56.99 W
2026/05/02 08:11:03.116, 1, 0 %, 14557 MiB, 46.04 W
2026/05/02 08:11:03.119, 2, 4 %, 11933 MiB, 69.22 W
2026/05/02 08:11:03.122, 3, 0 %, 15477 MiB, 40.99 W
2026/05/02 08:11:14.196, 0, 71 %, 15283 MiB, 57.85 W
2026/05/02 08:11:14.199, 1, 0 %, 14557 MiB, 123.02 W
2026/05/02 08:11:14.202, 2, 0 %, 11933 MiB, 66.70 W
2026/05/02 08:11:14.205, 3, 0 %, 15477 MiB, 49.19 W
2026/05/02 08:11:25.662, 0, 0 %, 15283 MiB, 46.61 W
2026/05/02 08:11:25.665, 1, 0 %, 14557 MiB, 46.10 W
2026/05/02 08:11:25.668, 2, 0 %, 11933 MiB, 67.61 W
2026/05/02 08:11:25.671, 3, 0 %, 15477 MiB, 49.57 W
2026/05/02 08:11:36.956, 0, 17 %, 15283 MiB, 58.01 W
2026/05/02 08:11:36.962, 1, 19 %, 14557 MiB, 51.93 W
2026/05/02 08:11:36.965, 2, 19 %, 11933 MiB, 81.82 W
2026/05/02 08:11:36.968, 3, 25 %, 15477 MiB, 108.41 W
2026/05/02 08:11:48.840, 0, 15 %, 15283 MiB, 58.30 W
2026/05/02 08:11:48.843, 1, 18 %, 14557 MiB, 51.99 W
2026/05/02 08:11:48.846, 2, 19 %, 11933 MiB, 82.07 W
2026/05/02 08:11:48.849, 3, 27 %, 15477 MiB, 96.63 W
2026/05/02 08:11:59.865, 0, 13 %, 15283 MiB, 58.30 W
2026/05/02 08:11:59.868, 1, 0 %, 14557 MiB, 52.45 W
2026/05/02 08:11:59.871, 2, 10 %, 11933 MiB, 83.52 W
2026/05/02 08:11:59.874, 3, 49 %, 15477 MiB, 118.59 W
2026/05/02 08:12:10.900, 0, 16 %, 15283 MiB, 50.77 W
2026/05/02 08:12:10.903, 1, 18 %, 14557 MiB, 56.08 W
2026/05/02 08:12:10.906, 2, 20 %, 11933 MiB, 92.02 W
2026/05/02 08:12:10.909, 3, 25 %, 15477 MiB, 115.54 W
2026/05/02 08:12:21.943, 0, 41 %, 15283 MiB, 63.78 W
2026/05/02 08:12:21.949, 1, 0 %, 14557 MiB, 46.28 W
2026/05/02 08:12:21.952, 2, 2 %, 11933 MiB, 67.52 W
2026/05/02 08:12:21.955, 3, 0 %, 15477 MiB, 49.02 W
2026/05/02 08:12:33.340, 0, 15 %, 15283 MiB, 108.21 W
2026/05/02 08:12:33.343, 1, 19 %, 14557 MiB, 83.57 W
2026/05/02 08:12:33.346, 2, 22 %, 11933 MiB, 57.60 W
2026/05/02 08:12:33.349, 3, 25 %, 15477 MiB, 64.62 W
2026/05/02 08:12:44.443, 0, 0 %, 15283 MiB, 54.97 W
2026/05/02 08:12:44.446, 1, 94 %, 14557 MiB, 125.77 W
2026/05/02 08:12:44.449, 2, 0 %, 11933 MiB, 54.35 W
2026/05/02 08:12:44.452, 3, 0 %, 15477 MiB, 40.97 W
2026/05/02 08:12:55.561, 0, 15 %, 15283 MiB, 62.42 W
2026/05/02 08:12:55.564, 1, 20 %, 14557 MiB, 58.97 W
2026/05/02 08:12:55.567, 2, 17 %, 11933 MiB, 93.48 W
2026/05/02 08:12:55.570, 3, 23 %, 15477 MiB, 95.98 W
2026/05/02 08:13:06.645, 0, 0 %, 15283 MiB, 54.94 W
2026/05/02 08:13:06.648, 1, 0 %, 14557 MiB, 46.46 W
2026/05/02 08:13:06.652, 2, 0 %, 11933 MiB, 66.44 W
2026/05/02 08:13:06.655, 3, 94 %, 15477 MiB, 122.08 W
2026/05/02 08:13:18.342, 0, 19 %, 15283 MiB, 56.99 W
2026/05/02 08:13:18.345, 1, 24 %, 14557 MiB, 47.50 W
2026/05/02 08:13:18.349, 2, 0 %, 11933 MiB, 64.59 W
2026/05/02 08:13:18.352, 3, 0 %, 15477 MiB, 48.53 W
2026/05/02 08:13:29.381, 0, 55 %, 15283 MiB, 61.79 W
2026/05/02 08:13:29.388, 1, 0 %, 14557 MiB, 46.74 W
2026/05/02 08:13:29.391, 2, 10 %, 11933 MiB, 84.71 W
2026/05/02 08:13:29.395, 3, 0 %, 15477 MiB, 48.04 W
2026/05/02 08:13:41.060, 0, 0 %, 15283 MiB, 55.14 W
2026/05/02 08:13:41.066, 1, 0 %, 14557 MiB, 46.19 W
2026/05/02 08:13:41.072, 2, 0 %, 11933 MiB, 66.40 W
2026/05/02 08:13:41.074, 3, 95 %, 15477 MiB, 146.59 W
2026/05/02 08:13:52.086, 0, 52 %, 15283 MiB, 57.20 W
2026/05/02 08:13:52.092, 1, 0 %, 14557 MiB, 47.50 W
2026/05/02 08:13:52.095, 2, 0 %, 11933 MiB, 66.29 W
2026/05/02 08:13:52.098, 3, 0 %, 15477 MiB, 48.52 W
2026/05/02 08:14:03.141, 0, 41 %, 15283 MiB, 96.79 W
2026/05/02 08:14:03.144, 1, 0 %, 14557 MiB, 46.46 W
2026/05/02 08:14:03.147, 2, 1 %, 11933 MiB, 63.56 W
2026/05/02 08:14:03.153, 3, 9 %, 15477 MiB, 48.49 W
2026/05/02 08:14:14.257, 0, 0 %, 15283 MiB, 56.91 W
2026/05/02 08:14:14.260, 1, 52 %, 14557 MiB, 116.31 W
2026/05/02 08:14:14.263, 2, 0 %, 11933 MiB, 65.96 W
2026/05/02 08:14:14.269, 3, 0 %, 15477 MiB, 47.73 W
2026/05/02 08:14:25.341, 0, 47 %, 15283 MiB, 102.80 W
2026/05/02 08:14:25.344, 1, 0 %, 14557 MiB, 46.49 W
