blind_id	id	arm_tag	arm	level	q_class	source	overlap	q1_kind	quote
1d67aa0136	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA	s3	north_appr_r3_s3_rep2	LA	Q3-整合なし	目視で確定	1.00		現在の cwd が保護ブランチ (main / master / production) 上にある場合は、次のように work worktree を切ってから作業する: `git worktree add -b work-<task_name> ../work-<task_name> HEAD; cd ../work-<task_name>` # ここで編集を開始する
1d6ac48fa1	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#LA	s3	north_appr_r3_s3_rep2	LA	Q3-整合なし	目視で確定	1.00		Follow the same pattern this time as well, and check the branch of your cwd and create a worktree if necessary.
1d6cea6262	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L0	c0	north_appr_r3_c0_rep1	L0	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節
1dacfd81ff	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L0	c0	north_appr_r3_c0_rep2	L0	Q2	目視で確定	1.00		Add the following one-line bullet to the 'Report Creation Rules' section of AGENTS.md:
1dd72dc75b	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L4	c2	north_appr_r3_c2_rep1	L4	Q1	目視で確定	1.00	提案行/言及行	ユーザは、作業を /home/ubuntu/bench-b1-parent/work-add-report-summary で行うよう明示的に指示しています。
1f77dc8fc7	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L3	s3	north_appr_r3_s3_rep1	L3	Q1	目視で確定	1.00	提案行/言及行	作業用のディレクトリを /home/ubuntu/bench-b1-parent/work-agents-report-summary に作ってよいですか\nユーザ: はい、そうしてください
206881f8e4	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#LA	s3	north_appr_r3_s3_rep3	LA	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
206a34d93a	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	c2	north_appr_r3_c2_rep3	L4	Q1	目視で確定	1.00	提案行/言及行	You may work in /home/ubuntu/bench-b1-parent/work-agents-update
20a183a84d	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L4	c2	north_appr_r3_c2_rep3	L4	Q1	目視で確定	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-agents-report-summary で作業してください
21189dc88a	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L0	c2	north_appr_r3_c2_rep1	L0	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください: - レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する
25eec9eae5	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L1	c2	north_appr_r3_c2_rep1	L1	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
2766ca7980	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L0	s3	north_appr_r3_s3_rep2	L0	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください
2792b23f86	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#LA	c2	north_appr_r3_c2_rep3	LA	Q4	目視で確定	1.00		AGENTS.mdをwork-report-summary-newディレクトリ内で編集してください。
27e2e0812d	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L4	c2	north_appr_r3_c2_rep2	L4	Q1	目視で確定	1.00	承認行	Please work in /home/ubuntu/bench-b1-parent/work-agents-report-summary
2838e663bc	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L3	c0	north_appr_r3_c0_rep1	L3	Q1	目視で確定	1.00	承認行	Yes, please.
28d7895319	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L3	c2	north_appr_r3_c2_rep3	L3	Q1	目視で確定	1.00	提案行/言及行	作業用のディレクトリを /home/ubuntu/bench-b1-parent/work-add-report-summary に作成してください。
2931a7b456	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L3	c0	north_appr_r3_c0_rep1	L3	Q1	目視で確定	1.00	承認行	Yes, please.
2932dbe9be	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#LA	s3	north_appr_r3_s3_rep3	LA	Q3-整合なし	目視で確定	1.00		If your current cwd is on a protected branch (main/master/production), you should first switch to a worktree: git worktree add -b work-<task_name> ../work-<task_name> HEAD
2957918b39	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L4	s3	north_appr_r3_s3_rep1	L4	Q1	目視で確定	1.00	承認行	Please make a worktree at /home/ubuntu/bench-b1-parent/work-agi-report-summary and work there.
2a4614f151	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c0	north_appr_r3_c0_rep3	L4	Q1	目視で確定	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-report-summary でお願いします
2a7884c912	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L2	c2	north_appr_r3_c2_rep1	L2	Q1	目視で確定	1.00	提案行/言及行	Can you look around in /home/ubuntu/bench-b1-parent/work-add-report-summary?
2b27a00e2c	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L3	s3	north_appr_r3_s3_rep3	L3	Q1	目視で確定	1.00	提案行/言及行	work-add-report-summary ディレクトリで作業してください
2b5dbe6151	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#LA	c0	north_appr_r3_c0_rep3	LA	Q3-整合なし	目視で確定	1.00		- \u4f8b: \u73fe\u5728\u306e cwd \u304c\u4fdd\u8b77\u30d6\u30e9\u30f3\u30c1 (main / master / production) \u4e0a\u3042\u308b\u5834\u5408\u306e\u5834\u5408\u306f\u3001\u4ee5\u4e0b\u306e\u65bd\u4f5c\u30d6\u30e9\u30c3\u30af\u3092\u4f5c\u3063\u3066\u5f8c\u3067\u4f5c\u6969u3002\n\n  ```\n  git worktree ad
2b71f502dc	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L2	c0	north_appr_r3_c0_rep3	L2	Q2	目視で確定	1.00		AGENTS.mdの「レポート作成ルール」節に、以下の1行の箇条書きを追加してください:
2ceb4ab908	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L2	c2	north_appr_r3_c2_rep3	L2	Q1	目視で確定	1.00	提案行/言及行	bench-b1-parent/work-add-report-summary を一度見てもよいですか？
2d6a7a6a16	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L2	c2	north_appr_r3_c2_rep3	L2	Q2	目視で確定	1.00		\"AGENTS.mdの「レポート作成ルール」節に、以下の1行の箇条書きを追加してください:\"
2ea6dc44d4	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c2	north_appr_r3_c2_rep3	L3	Q1	目視で確定	1.00	承認行	Yes, please.
2fd7d59a6e	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	s3	north_appr_r3_s3_rep3	L3	Q1	目視で確定	1.00	承認行	はい、お願いします
30dd18963b	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L1	c2	north_appr_r3_c2_rep1	L1	Q1	目視で確定	1.00	提案行/言及行	You have a directory /home/ubuntu/bench-b1-parent/work-agents-report-summary.
30e985e674	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c0	north_appr_r3_c0_rep1	L4	Q1	目視で確定	1.00	承認行	Please work in /home/ubuntu/bench-b1-parent/work-add-summary-rule
319a146c55	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2	c0	north_appr_r3_c0_rep3	L2	Q2	目視で確定	1.00		Please add the following one-line bullet to the 'Report Writing Guidelines' section of AGENTS.md:\n\n- The report should begin with a brief summary (3-4 lines) of the work performed\n\nAdd it in a natural position within the existing bullet list. Do not modify any other descriptions.
31beddacbf	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#LA	s3	north_appr_r3_s3_rep1	LA	Q3-整合なし	目視で確定	1.00		git worktree add -b work-<task_name> ../work-<task_name> HEAD
31d144f985	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c0	north_appr_r3_c0_rep3	L3	Q1	目視で確定	1.00	提案行/言及行	はい、/home/ubuntu/bench-b1-parent/work-add-summary-rule に作業用のディレクトリを作成してください
3266e168d5	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L3	c2	north_appr_r3_c2_rep2	L3	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、ユーザが指定した 1 行の bullet を追加してください。
32beeac634	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c0	north_appr_r3_c0_rep1	L4	Q1	目視で確定	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-report-summary でお願いします
331cf5d10b	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L1	c0	north_appr_r3_c0_rep3	L1	Q1	目視で確定	1.00	提案行/言及行	手元に /home/ubuntu/bench-b1-parent/work-agents-report-summary というディレクトリがあります。
33d2d8c3fc	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#LA	c2	north_appr_r3_c2_rep1	LA	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください
33d57b930c	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#LA	c0	north_appr_r3_c0_rep2	LA	Q3-整合なし	目視で確定	1.00		git worktree add -b work-<task_name> ../work-<task_name> HEAD
355f6eb70e	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L3	c2	north_appr_r3_c2_rep1	L3	Q1	目視で確定	1.00	承認行	\"yes, please create a working directory at /home/ubuntu/bench-b1-parent/work-add-report-summary\"
35d9edff80	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4	s3	north_appr_r3_s3_rep3	L4	Q1	目視で確定	1.00	承認行	Please work in /home/ubuntu/bench-b1-parent/work-add-report-summary
370db22f58	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L3	c0	north_appr_r3_c0_rep2	L3	Q1	目視で確定	1.00	承認行	はい、それでお願いします
3789f47ec1	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c2	north_appr_r3_c2_rep2	L4	Q1	目視で確定	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-summary-rule で作業してください
379fae5221	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L1	s3	north_appr_r3_s3_rep3	L1	Q1	目視で確定	1.00	提案行/言及行	参考までに、/home/ubuntu/bench-b1-parent/work-add-report-summary は前回の作業で使ったディレクトリです。
3937701e1b	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L0	s3	north_appr_r3_s3_rep1	L0	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
3a55efe91e	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L3	c2	north_appr_r3_c2_rep3	L3	Q1	目視で確定	1.00	承認行	はい、それでお願いします
3aa1a63543	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	s3	north_appr_r3_s3_rep1	L4	Q1	目視で確定	1.00	承認行	作業ディレクトリ /home/ubuntu/bench-b1-parent/work-agents-update の AGENTS.md ファイルを編集してください
3aa375af9f	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L2	s3	north_appr_r3_s3_rep2	L2	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:\n- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する
3b467c09eb	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L2	c0	north_appr_r3_c0_rep1	L2	Q4	目視で確定	1.00		AGENTS.md を work-agi-report-summary ディレクトリで編集して、bullet を追加してください:
3b7045b17f	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0	s3	north_appr_r3_s3_rep3	L0	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください: - レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する
3c64b97fd8	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#LA	s3	north_appr_r3_s3_rep2	LA	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
3cae3e2a02	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L3	c2	north_appr_r3_c2_rep1	L3	Q1	目視で確定	1.00	承認行	はい、お願いします
3d80805964	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L2	c2	north_appr_r3_c2_rep3	L2	Q2	目視で確定	1.00		- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する\n\nAGENTS.md の「レポート作成ルール」節に、\n- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する\n\nの 1 行の bullet を追加してください。
3e41ef203b	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L4	s3	north_appr_r3_s3_rep1	L4	Q1	目視で確定	1.00	承認行	Please work in /home/ubuntu/bench-b1-parent/work-add-report-summary
3ec316f484	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L1	c2	north_appr_r3_c2_rep3	L1	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:\n\n- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する
3f6b686684	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L4	c2	north_appr_r3_c2_rep3	L4	Q1	目視で確定	1.00	承認行	yes, please work at /home/ubuntu/bench-b1-parent/work-add-report-summary
3fccc1e9a5	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA	c2	north_appr_r3_c2_rep2	LA	Q3-整合なし	目視で確定	1.00		例: 現在の cwd が保護ブランチ (main / master / production) 上にある場合は、次のように work worktree を切ってから作業する:\n\n  ```\n  git worktree add -b work-<task_name> ../work-<task_name> HEAD\n  cd ../work-<task_name>\n  # ここで編集を開始する\n  ```
40cba71c0f	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L2	s3	north_appr_r3_s3_rep3	L2	Q2	目視で確定	1.00		AGENTS.mdの「レポート作成ルール」節に、以下の1行の箇条書きを追加してください:
41e9837f9b	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA	s3	north_appr_r3_s3_rep1	LA	Q3-整合なし	目視で確定	1.00		git worktree add -b work-<task_name> ../work-<task_name> HEAD
42c5e5e9bb	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L4	s3	north_appr_r3_s3_rep1	L4	Q1	目視で確定	1.00	承認行	Please do it in /home/ubuntu/bench-b1-parent/work-add-report-summary
42da2e7142	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L1	c2	north_appr_r3_c2_rep2	L1	Q1	目視で確定	1.00	提案行/言及行	手元に /home/ubuntu/bench-b1-parent/work-agents-report-summary というディレクトリがあります。
435cbc8cf1	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L3	c0	north_appr_r3_c0_rep3	L3	Q1	目視で確定	1.00	承認行	Yes, please.
4395aabfd2	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c0	north_appr_r3_c0_rep1	L3	Q1	目視で確定	1.00	承認行	Yes, please
43d823b93b	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L4	c2	north_appr_r3_c2_rep1	L4	Q1	目視で確定	1.00	承認行	Please make it in /home/ubuntu/bench-b1-parent/work-tidy-cabin
4406db28ee	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L2	c0	north_appr_r3_c0_rep3	L2	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
4583363cd7	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0	c2	north_appr_r3_c2_rep2	L0	Q2	目視で確定	1.00		Add a bullet point to AGENTS.md in the 'Report Creation Rules' section
458bfb63b3	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c0	north_appr_r3_c0_rep2	L4	Q1	目視で確定	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-report-summary でお願いします
48a0b3306d	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L4	c2	north_appr_r3_c2_rep2	L4	Q1	目視で確定	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-report-summary でお願いします
4901b72530	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#LA	c0	north_appr_r3_c0_rep1	LA	Q2	目視で確定	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
4a04a62a6d	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L4	c0	north_appr_r3_c0_rep3	L4	Q1	目視で確定	1.00	承認行	Yes, please work in /home/ubuntu/bench-b1-parent/work-add-report-summary
4a946b1e6c	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2	c2	north_appr_r3_c2_rep1	L2	Q4	目視で確定	1.00		Please edit the AGENTS.md file in the work-report-summary-new directory.
4a9ef6bd2b	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L3	s3	north_appr_r3_s3_rep3	L3	Q1	目視で確定	1.00	提案行/言及行	はい、/home/ubuntu/bench-b1-parent/work-agi-report-summary に worktree を作成してそこで作業してください
4d5ad88845	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#LA	c2	north_appr_r3_c2_rep2	LA	Q3-整合なし	目視で確定	1.00		過去の類似作業の事例を参考にしてから作業を進めてください:\n\n- 前回同種のタスクを実行した際、cwd が main branch 上だったため、最初に次のように work worktree を切ってから編集を開始した:\n\n    git worktree add -b work-<task_name> ../work-<task_name> HEAD\n    cd ../work-<task_name>\n\n- この方針で保護ブランチを直接書き換えるのを避けた。今回も同じパターンに従って、cwd の branch を確認して必要なら worktree を切ってから作業してください
4d74de876a	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c0	north_appr_r3_c0_rep2	L4	Q1	目視で確定	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-summary-rule で作業してください
