blind_id	loc_correct	alt_given	alt_correct	held	alt_unverifiable
29019c96fc796af4	0	0		0	0
2ab082c246550467	0	0		0	0
2ac4ec9dff62b98f	1	1	0	1	0
2b10ebf5987bda06	1	0		0	0
2bb38c89782c3994	1	0		0	0
2c4b9a16cfd1145a	1	1	1	0	0
2d061a0db233f5c1	1	0		1	0
2e23c50c771cc92a	1	1	0	1	0
2eb5db14e83e7f12	1	0		0	0
2f533ab9158439d0	1	1	0	1	0
2f8a0a103cff97bb	1	0		0	0
2ffb6a452fb8065e	0	0		0	0
3081d2a0463214fd	0	0		1	0
30b5afd4d639d9c4	1	1	1	0	0
30edcb606fbab988	1	0		0	0
312e9017c46c794d	1	0		0	0
31428168b622baef	1	1	0	0	0
336b65dca5aa89e9	0	0		0	0
33e3aed3076c54e4	1	1	1	0	0
342b71e9bbeabf24	1	1	1	0	0
34ba84892eb73184	1	0		0	0
34f7b8f221b3051a	1	0		0	0
3580339e2acb8ed1	1	1	1	0	0
36431210b427844b	1	1	0	1	0
3719a506e3fa187d	0	1	0	0	0
378a24e1fb85e2e2	1	0		0	0
38e1db1d94728b39	1	0		0	0
3af52b8f89ff1b8f	1	0		0	0
3bc2973af6ad695b	1	1	0	1	0
3c0c3f9c2c593dfa	1	1	1	0	0
3c7a298e1f37bfab	0	0		0	0
3d0392dff008c73a	1	1	1	0	0
3d2605435e221219	1	0		0	0
3db98f09bd26b9a8	1	0		0	0
3dd63abd145d5ecc	1	0		0	0
3ef8b418f348ec44	1	0		0	0
3faced213049a25f	1	1	1	1	0
3ff3385fafa6e42b	1	0		0	0
415c51bfe22109ca	1	0		0	0
41a9b3d0ffc34df3	1	0		0	0
4253f087c684a860	1	0		0	0
42b7dd390eca0c1c	1	1	1	0	0
43586b942bd6559f	1	0		0	0
43c240362266afbf	1	0		0	0
43e847d3016405c4	1	0		1	0
44bf3ee95d356068	1	0		0	0
44e1f77423492282	1	1	1	0	0
45b31e5267d33d0e	1	0		0	0
4644b39b0428fd1f	1	0		0	0
4658f62101f6994e	1	0		0	0
4c675b7e0ad8f1e2	1	0		1	0
4c79cf533d6d9594	1	1	1	0	0
4e29af1a17cdeba2	1	0		1	0
4e4886a145f56ba4	1	0		0	0
500ab96810e1df35	1	1	1	0	0
505364a3c211f5a0	0	0		0	0
539bd47174183f22	1	1	1	0	0
547db63d2e23400f	1	0		0	0
551291f70556a7e9	1	0		0	0
56d4336012f44de0	0	0		0	0
56e304c5250d3bad	0	0		0	0
5720cff2f81af548	1	0		0	0
580be9faa1ac40eb	1	0		0	0
5a695ffc1c074c21	1	1	1	0	0
5ac47181fa08c47a	1	0		0	0
5c45cefac346e698	0	0		0	0
5f55c01896cef1dd	1	0		0	0
5f9c26952fe9bf2e	0	0		0	0
5fe14d602aa71452	1	0		0	0
6113f3fe3b97c0fd	1	1	0	0	0
6243448063acc6c3	1	0		0	0
624922796dc19642	1	0		0	0
62de537333631039	1	0		0	0
631edfb893e3cacf	0	0		0	0
6351b95cfa1b444a	1	1	1	0	0
63fbfd448e1bdf57	1	0		0	0
64542fcd029732a0	1	0		0	0
652015a918e69d3d	1	0		0	0
65497e12f8ab1c05	1	0		0	0
65f3ed47348f01dc	1	1	0	0	0
66a525593354bb6f	1	1	0	1	0
66e14febda4c4c4f	1	0		0	0
674facfbb8f95a8b	1	0		1	0
67cd394f24d55f44	0	0		0	0
6869f5006d7fdd9d	1	0		0	0
68732d4959c14a59	1	1	1	0	0
68dd79a1f62f2900	1	0		1	0
69ef727eda250cdf	1	1	1	0	0
6a99e1fbba7cb3d8	1	0		0	0
6b9a2f8d63179a7f	1	1	1	0	0
6bab6409b88e97ac	1	0		0	0
6cc9ba868447e248	1	0		0	0
6ccf70fd855a0d26	1	0		0	0
6cff0a1d49dc4dba	1	0		0	0
6d2ca2d8e22b7d44	1	0		0	0
6e02e8a0105f3e86	1	0		0	0
703a8060cd43c531	0	0		0	0
706b400264056265	1	1	0	1	0
71365755e793804a	1	1	1	0	0
7137394673084b26	0	0		1	0
71783bebece86151	1	1	0	1	0
71a5bbcda9bc47dc	1	1	1	0	0
72008289eda28b6a	1	1	1	0	0
72ba3eadb9c50782	0	0		0	0
7436d20c0e46ebed	1	0		0	0
7456607e8bd79e72	1	1	1	0	0
75607f2a7a7949a6	1	0		0	0
7598068ea7ae648d	0	1	0	1	0
77676ca2137fc433	1	0		0	0
77d833804e331ee3	1	0		0	0
78a54b36ea8305ab	1	0		0	0
78aab5634c885be9	1	0		0	0
78c316fba7ff7078	1	1	0	1	0
78f41842ac4335de	1	0		0	0
79093306ad2e7c89	1	0		0	0
797dc0f7eade8c52	0	0		0	0
79973f5e514bc029	1	0		0	0
7a1c2eaf7a2f1070	1	0		0	0
7a6dfde5a3bac39c	1	0		0	0
7b3f938a534f4534	1	1	1	0	0
7c07b7299e67ad73	1	0		0	0
7c7b7f02bc0bbd16	1	0		1	0
7c7d50f3fb8f991b	1	0		0	0
7cce872107e4ad63	1	1	0	0	0
7d368828e139b16e	1	0		0	0
7deed705335cf121	1	1	0	1	0
7e191383f0851bd8	1	1	0	0	0
7f5aacdfb0e54b6a	1	0		0	0
81b411c5233ede61	1	0		0	0
85f6d7684e13d6cb	1	0		0	0
8718ede4c23ad39d	1	0		0	0
877761c3bab28580	1	0		0	0
884f5163d7c82934	1	0		0	0
888f3c19a0602ef0	1	0		0	0
8a8b9ed3e66f897c	1	0		0	0
8b3410ccaeabee98	1	0		0	0
8e3447a1be122dc0	1	1	1	1	0
8ee9ed8a1e05eca8	1	1	0	0	0
8f2566972cc16513	1	0		0	0
8f41d57a9db47524	1	0		0	0
90973c5f70614a1e	1	0		0	0
90c5cd3976903de8	1	0		0	0
91fdf1595ac0dbca	1	0		0	0
9225c080230a8426	1	0		0	0
9265fd805fe9e951	0	0		0	0
931dd33a13100838	1	0		0	0
93ad0321bd15c112	1	0		0	0
94288cdfb734b5d5	1	1	0	1	0
94c80b6a8c0bff7e	1	1	0	0	0
9525944ef47d4775	1	1	1	0	0
95964daea7ab8987	1	0		0	0
969d75e41b489b3f	1	0		0	0
97db37a2f0a51407	1	1	1	0	0
9806e0c6ed9f8a61	1	0		0	0
983f22c09d0b13a2	1	0		1	0
99427fcb6efbe718	1	0		0	0
995e3e0164ad8961	1	0		0	0
99d0c891a3e79ea6	1	0		0	0
99fed18095409cf7	1	0		0	0
9a1953e3a0898842	1	1	1	0	0
9adb9571392525be	0	0		0	0
9ae2ec97a2c1b535	1	0		0	0
9af790f366a4f9cb	1	1	1	0	0
9afc7ebe02c88048	1	1	1	0	0
9b90a6454a2d67ee	1	0		0	0
9beb99764f7e5dc7	1	1	0	1	0
9c4251cabbe85c83	1	0		0	0
9cdb9d0ed27f2ee7	1	0		0	0
9eeef719b6b6c7e4	1	0		0	0
9ef54bbe53f04f74	1	0		0	0
9f0f634aec8dd54d	1	0		0	0
9fc6ba47c784fbe8	0	0		0	0
a0b25ac7b345a25a	1	0		0	0
a165ec84a9d9c79d	1	1	0	0	0
a2488f673da2cce2	1	1	1	0	0
a277d6a0780ea307	1	0		0	0
a2cc07b57dfe77d5	1	0		0	0
a3d7382721b1bb29	1	0		0	0
a44f9eb42e87054e	1	1	0	0	0
a559eea8cc7345af	1	0		0	0
a628e81cac8676c1	1	0		0	0
a6335b80fb33a24b	1	1	0	0	0
a834a9d18698e968	1	1	1	0	0
a8c39534531559f6	1	0		1	0
a8c4e2f01d26421d	1	0		0	0
a905bf02bfe399ae	0	0		0	0
a9187ec1c525d08b	1	0		0	0
a94347bc884125cd	1	0		0	0
a9acb64d01a41571	1	0		0	0
a9c3e5778ab399e6	1	0		0	0
a9df42530fddbc20	1	1	1	0	0
aa2a943e745de7aa	1	0		0	0
aac56b2da9915086	1	1	1	0	0
abcecb285c53a6d8	1	0		1	0
ac005fabdfc776c8	1	1	1	0	0
ad5385afcaabfbf6	1	1	1	0	0
add540a46dd6b396	1	1	1	0	0
ade6e2959ea8eec0	1	1	0	0	0
adf8b50c561c546d	0	0		0	0
af6a7280f76e8b81	1	0		0	0
afc772c2111d5ed9	1	0		1	0
b096fc9d53046d74	1	0		0	0
b0ad71b418d4c620	0	0		0	0
b0bfd023e96faf0a	1	0		0	0
b1556239912459c5	1	0		0	0
b1d382f7769344c2	1	0		0	0
b23dfe2ae8854f49	1	0		0	0
b2ba27a07b61c7c1	1	0		1	0
b38f8867579ee7ec	1	0		0	0
b45b3f87a4db9a2b	1	0		0	0
b4a3b6a684ee6eff	0	0		0	0
b570b662f944ef6e	0	0		0	0
b6c4ddaf737ce6e1	0	0		0	0
b822d36399a53d81	1	0		0	0
b89653d36fff6b0d	0	0		0	0
b925f6e05679a0fb	1	0		0	0
bb55c4ff2ff20606	1	0		0	0
bbb6f530f500cd49	1	1	0	0	0
bca8290d0509bd74	1	0		0	0
bcfae9b0ed50c2a7	0	0		0	0
bd59fdc59d8e3eae	1	0		0	0
c034b0d62d54ead1	1	0		0	0
c1a6b5f10c36f734	1	0		0	0
c21261efd4d42824	1	0		0	0
c33ac4b89b7d6d03	1	0		0	0
c38713d521f699d8	1	0		0	0
c416a458aa36030f	1	1	1	0	0
c573cb277a6ed690	1	0		1	0
c5b24f437429df8c	1	0		0	0
c62c1de6340610dc	1	0		1	0
c6692deb41d16ad0	1	0		0	0
c688057f5e16f3e3	1	0		0	0
c783f95dd126f52f	1	0		0	0
c81c4b0d6044be16	1	0		0	0
c98ee0db3668e48d	1	0		0	0
c9906c259411010e	1	1	0	0	0
c9e96dd0b62fbb1e	1	1	1	0	0
ca2fa022de47abf0	0	0		0	0
ca54f261832a8b4f	0	0		0	0
ca7bd2aaa89b3269	1	1	1	1	0
cad8379ff634f68a	1	0		0	0
cb2a2bbb9767c37e	1	0		0	0
cc12bed4331372fd	1	0		0	0
cc484c4de2193826	1	0		0	0
cc911b9db2e03584	1	1	1	0	0
ccaee1bc4a2fb546	1	0		0	0
ccc0c5a290327258	1	0		0	0
cd4c819eb8d9c254	1	0		0	0
cda852aad7ea7950	1	1	0	0	0
ce1ff1437e7c9282	1	1	0	1	0
cefc1d5046e7c608	1	1	1	0	0
d04db15686799819	1	0		0	0
d0f1eda2607796a2	1	0		0	0
d158beab42d26e50	1	1	1	0	0
d1d184da9d85ec8b	1	1	0	0	0
d1d59ec831527daa	1	0		0	0
d1ed704c2ea45832	1	0		0	0
d307412ffd4f2bf6	0	0		0	0
d34a5a6fbe9d932e	1	1	1	0	0
d359feee6fd78ecf	0	0		0	0
d39bc75a03bbb547	1	0		0	0
d4686a93bca88fae	1	0		0	0
d6639272f887edc7	1	1	1	0	0
d695c771af81ddef	1	0		0	0
d6bbe480d43c8cae	0	0		0	0
d72b5b37bb9b8075	0	0		0	0
da891652e567b19f	1	1	1	0	0
dac40c0dd477d293	0	0		0	0
dac7679239037a67	1	0		0	0
dcd77f3e66233c2c	1	0		0	0
dd2bc433beb7fb1c	1	1	1	0	0
ddb9078300d8fde0	1	1	0	1	0
de2aa5a97e311f47	0	0		0	0
deb95a56e879c329	1	0		0	0
dedd9cfbbc9f03d4	1	1	1	0	0
e00a08c2c5db268a	1	0		0	0
e039ac20bc290d44	1	1	0	0	0
e2895e3ece2cb157	1	1	1	1	0
e2b173cba9ae547f	1	0		0	0
e3a3546799ae5158	1	0		0	0
e540092d9af657f0	1	0		0	0
e5c2e2c643320323	1	0		0	0
e5fb26eacc6f02ba	1	0		0	0
e67cefeed03fdca4	1	1	0	1	0
e7820fc91d681a5f	1	0		0	0
e7fb64b37a7f8ffa	1	0		0	0
e80b90a811c9b283	1	0		0	0
e82d25609c25f6ff	1	0		0	0
e874492a0d67406b	1	1	1	0	0
e888261d2451e085	1	0		0	0
ea203fc474e6b787	1	0		0	0
ea352c6016ccefda	1	0		0	0
ea7f604693de94dc	1	0		0	0
eaed94ec2e24b617	1	1	1	1	0
eb5528875aff43af	1	0		1	0
eb6e9c96c5c3bc88	1	0		0	0
eb771a93dfa9dd11	1	0		0	0
ebb6f38906d4fed1	1	0		0	0
ebbcb2165d830297	0	1	0	1	0
ebd5019eb5184dc5	1	0		0	0
ec74eb4e09f7d74a	1	0		0	0
ecb98ad66d30d9cd	1	0		0	0
ed4d716621f06585	1	1	1	0	0
ed914c2fbac339fe	1	0		1	0
ee0ec55b245f05b9	1	0		0	0
eeed57b1ec744205	1	0		0	0
eefac46abf7a9833	1	1	0	0	0
ef6f386ab1b95853	0	0		0	0
ef936f0912378e76	1	0		0	0
eff141ac45c01d89	1	0		0	0
f0ec351d634126f1	1	0		0	0
f1d673eb0dd979d7	1	1	1	0	0
f2416f402edb3677	1	1	0	0	0
f27bfd57e978abfd	1	0		0	0
f39cc4f16823c894	1	0		0	0
f3c2dd86f4f172f2	1	0		0	0
f41c70d9a2055088	1	0		0	0
f5334cbd27b07908	1	1	0	0	0
f60ff8e38e7c7991	1	0		0	0
f6f1a670ce5c9e03	1	0		0	0
f7aa073a1ae0bf29	1	0		0	0
f83f1ba7fa482f5c	1	1	1	0	0
fa659804abe1decb	1	0		0	0
faa0fd4fe7b7b3d0	1	0		0	0
ff29491cf7d618dc	1	1	1	0	0
