# timestamp,index,utilization.gpu,memory.used,power.draw (per-row)
2026/05/02 06:42:07.465, 0, 17 %, 15347 MiB, 58.86 W
2026/05/02 06:42:07.468, 1, 18 %, 14691 MiB, 63.45 W
2026/05/02 06:42:07.472, 2, 18 %, 12101 MiB, 75.89 W
2026/05/02 06:42:07.475, 3, 24 %, 15579 MiB, 45.54 W
2026/05/02 06:42:21.232, 0, 17 %, 15347 MiB, 60.78 W
2026/05/02 06:42:21.235, 1, 18 %, 14691 MiB, 66.10 W
2026/05/02 06:42:21.240, 2, 18 %, 12101 MiB, 75.42 W
2026/05/02 06:42:21.243, 3, 24 %, 15579 MiB, 39.96 W
2026/05/02 06:42:34.980, 0, 17 %, 15347 MiB, 50.10 W
2026/05/02 06:42:34.983, 1, 15 %, 14691 MiB, 49.62 W
2026/05/02 06:42:34.986, 2, 18 %, 12101 MiB, 48.22 W
2026/05/02 06:42:34.989, 3, 23 %, 15579 MiB, 67.87 W
2026/05/02 06:42:49.105, 0, 16 %, 15347 MiB, 63.41 W
2026/05/02 06:42:49.108, 1, 18 %, 14691 MiB, 48.65 W
2026/05/02 06:42:49.111, 2, 18 %, 12101 MiB, 46.76 W
2026/05/02 06:42:49.114, 3, 24 %, 15579 MiB, 59.15 W
2026/05/02 06:43:02.861, 0, 17 %, 15347 MiB, 58.10 W
2026/05/02 06:43:02.864, 1, 18 %, 14691 MiB, 64.64 W
2026/05/02 06:43:02.867, 2, 18 %, 12101 MiB, 76.62 W
2026/05/02 06:43:02.870, 3, 23 %, 15579 MiB, 43.13 W
2026/05/02 06:43:16.581, 0, 17 %, 15347 MiB, 78.19 W
2026/05/02 06:43:16.584, 1, 18 %, 14691 MiB, 47.68 W
2026/05/02 06:43:16.587, 2, 18 %, 12101 MiB, 46.27 W
2026/05/02 06:43:16.590, 3, 24 %, 15579 MiB, 53.57 W
2026/05/02 06:43:30.385, 0, 17 %, 15347 MiB, 63.45 W
2026/05/02 06:43:30.388, 1, 18 %, 14691 MiB, 48.41 W
2026/05/02 06:43:30.391, 2, 18 %, 12101 MiB, 47.98 W
2026/05/02 06:43:30.394, 3, 24 %, 15579 MiB, 61.09 W
2026/05/02 06:43:44.104, 0, 17 %, 15347 MiB, 78.15 W
2026/05/02 06:43:44.107, 1, 18 %, 14691 MiB, 47.44 W
2026/05/02 06:43:44.110, 2, 18 %, 12101 MiB, 46.76 W
2026/05/02 06:43:44.113, 3, 24 %, 15579 MiB, 53.79 W
2026/05/02 06:43:57.865, 0, 17 %, 15347 MiB, 57.37 W
2026/05/02 06:43:57.868, 1, 18 %, 14691 MiB, 63.18 W
2026/05/02 06:43:57.871, 2, 18 %, 12101 MiB, 78.09 W
2026/05/02 06:43:57.874, 3, 24 %, 15579 MiB, 44.11 W
2026/05/02 06:44:11.785, 0, 14 %, 15347 MiB, 53.26 W
2026/05/02 06:44:11.788, 1, 18 %, 14691 MiB, 54.98 W
2026/05/02 06:44:11.791, 2, 18 %, 12101 MiB, 64.26 W
2026/05/02 06:44:11.794, 3, 25 %, 15579 MiB, 72.98 W
2026/05/02 06:44:25.536, 0, 17 %, 15347 MiB, 59.32 W
2026/05/02 06:44:25.540, 1, 18 %, 14691 MiB, 67.55 W
2026/05/02 06:44:25.542, 2, 17 %, 12101 MiB, 81.00 W
2026/05/02 06:44:25.545, 3, 25 %, 15579 MiB, 42.40 W
2026/05/02 06:44:39.301, 0, 17 %, 15347 MiB, 84.49 W
2026/05/02 06:44:39.305, 1, 18 %, 14691 MiB, 75.77 W
2026/05/02 06:44:39.308, 2, 14 %, 12101 MiB, 46.52 W
2026/05/02 06:44:39.311, 3, 20 %, 15579 MiB, 47.49 W
2026/05/02 06:44:53.060, 0, 14 %, 15347 MiB, 67.54 W
2026/05/02 06:44:53.063, 1, 18 %, 14691 MiB, 80.33 W
2026/05/02 06:44:53.066, 2, 17 %, 12101 MiB, 61.82 W
2026/05/02 06:44:53.069, 3, 25 %, 15579 MiB, 44.81 W
2026/05/02 06:45:06.821, 0, 17 %, 15347 MiB, 50.10 W
2026/05/02 06:45:06.824, 1, 17 %, 14691 MiB, 48.87 W
2026/05/02 06:45:06.827, 2, 19 %, 12101 MiB, 52.36 W
2026/05/02 06:45:06.830, 3, 21 %, 15579 MiB, 79.30 W
2026/05/02 06:45:20.900, 0, 17 %, 15347 MiB, 52.30 W
2026/05/02 06:45:20.904, 1, 18 %, 14691 MiB, 53.25 W
2026/05/02 06:45:20.907, 2, 16 %, 12101 MiB, 62.06 W
2026/05/02 06:45:20.910, 3, 21 %, 15579 MiB, 82.66 W
2026/05/02 06:45:34.660, 0, 17 %, 15347 MiB, 55.46 W
2026/05/02 06:45:34.663, 1, 17 %, 14691 MiB, 59.53 W
2026/05/02 06:45:34.666, 2, 19 %, 12101 MiB, 78.82 W
2026/05/02 06:45:34.669, 3, 22 %, 15579 MiB, 49.68 W
2026/05/02 06:45:48.429, 0, 15 %, 15347 MiB, 64.87 W
2026/05/02 06:45:48.432, 1, 19 %, 14691 MiB, 46.94 W
2026/05/02 06:45:48.435, 2, 18 %, 12101 MiB, 49.19 W
2026/05/02 06:45:48.438, 3, 25 %, 15579 MiB, 60.12 W
2026/05/02 06:46:02.180, 0, 14 %, 15347 MiB, 51.84 W
2026/05/02 06:46:02.183, 1, 18 %, 14691 MiB, 52.54 W
2026/05/02 06:46:02.186, 2, 17 %, 12101 MiB, 63.28 W
2026/05/02 06:46:02.189, 3, 25 %, 15579 MiB, 82.42 W
2026/05/02 06:46:15.937, 0, 0 %, 15347 MiB, 56.64 W
2026/05/02 06:46:15.940, 1, 95 %, 14691 MiB, 158.58 W
2026/05/02 06:46:15.943, 2, 0 %, 12101 MiB, 45.79 W
2026/05/02 06:46:15.946, 3, 0 %, 15579 MiB, 40.69 W
2026/05/02 06:46:29.708, 0, 43 %, 15347 MiB, 64.99 W
2026/05/02 06:46:29.711, 1, 0 %, 14691 MiB, 52.13 W
2026/05/02 06:46:29.714, 2, 0 %, 12101 MiB, 53.65 W
2026/05/02 06:46:29.717, 3, 11 %, 15579 MiB, 40.51 W
2026/05/02 06:46:43.781, 0, 47 %, 15347 MiB, 56.91 W
2026/05/02 06:46:43.784, 1, 0 %, 14691 MiB, 52.30 W
2026/05/02 06:46:43.790, 2, 26 %, 12101 MiB, 123.54 W
2026/05/02 06:46:43.794, 3, 0 %, 15579 MiB, 48.22 W
2026/05/02 06:46:57.541, 0, 50 %, 15347 MiB, 58.21 W
2026/05/02 06:46:57.544, 1, 0 %, 14691 MiB, 51.89 W
2026/05/02 06:46:57.547, 2, 0 %, 12101 MiB, 56.33 W
2026/05/02 06:46:57.550, 3, 0 %, 15579 MiB, 48.78 W
2026/05/02 06:47:11.304, 0, 47 %, 15347 MiB, 103.17 W
2026/05/02 06:47:11.307, 1, 0 %, 14691 MiB, 51.11 W
2026/05/02 06:47:11.310, 2, 10 %, 12101 MiB, 56.05 W
2026/05/02 06:47:11.315, 3, 0 %, 15579 MiB, 40.94 W
2026/05/02 06:47:25.072, 0, 90 %, 15347 MiB, 51.98 W
2026/05/02 06:47:25.078, 1, 0 %, 14691 MiB, 142.47 W
2026/05/02 06:47:25.086, 2, 0 %, 12101 MiB, 56.72 W
2026/05/02 06:47:25.089, 3, 0 %, 15579 MiB, 48.71 W
2026/05/02 06:47:38.820, 0, 55 %, 15347 MiB, 58.21 W
2026/05/02 06:47:38.826, 1, 0 %, 14691 MiB, 50.67 W
2026/05/02 06:47:38.829, 2, 0 %, 12101 MiB, 57.56 W
2026/05/02 06:47:38.834, 3, 9 %, 15579 MiB, 49.75 W
2026/05/02 06:47:52.577, 0, 6 %, 15347 MiB, 55.28 W
2026/05/02 06:47:52.580, 1, 94 %, 14691 MiB, 53.83 W
2026/05/02 06:47:52.583, 2, 0 %, 12101 MiB, 57.31 W
2026/05/02 06:47:52.586, 3, 0 %, 15579 MiB, 49.02 W
2026/05/02 06:48:06.181, 0, 47 %, 15347 MiB, 58.45 W
2026/05/02 06:48:06.184, 1, 0 %, 14691 MiB, 50.18 W
2026/05/02 06:48:06.187, 2, 0 %, 12101 MiB, 58.28 W
2026/05/02 06:48:06.190, 3, 10 %, 15579 MiB, 48.78 W
2026/05/02 06:48:19.982, 0, 26 %, 15347 MiB, 56.60 W
2026/05/02 06:48:19.988, 1, 0 %, 14691 MiB, 50.08 W
2026/05/02 06:48:19.990, 2, 0 %, 12101 MiB, 159.18 W
2026/05/02 06:48:19.993, 3, 0 %, 15579 MiB, 49.41 W
2026/05/02 06:48:33.704, 0, 55 %, 15347 MiB, 72.25 W
2026/05/02 06:48:33.707, 1, 0 %, 14691 MiB, 49.44 W
2026/05/02 06:48:33.710, 2, 0 %, 12101 MiB, 58.74 W
2026/05/02 06:48:33.713, 3, 0 %, 15579 MiB, 49.99 W
2026/05/02 06:48:47.460, 0, 43 %, 15347 MiB, 62.07 W
2026/05/02 06:48:47.464, 1, 0 %, 14691 MiB, 49.69 W
2026/05/02 06:48:47.467, 2, 10 %, 12101 MiB, 57.55 W
2026/05/02 06:48:47.470, 3, 0 %, 15579 MiB, 41.72 W
2026/05/02 06:49:01.223, 0, 96 %, 15347 MiB, 54.65 W
2026/05/02 06:49:01.226, 1, 19 %, 14691 MiB, 174.72 W
2026/05/02 06:49:01.229, 2, 0 %, 12101 MiB, 56.44 W
2026/05/02 06:49:01.232, 3, 0 %, 15579 MiB, 49.65 W
2026/05/02 06:49:15.296, 0, 44 %, 15347 MiB, 59.88 W
2026/05/02 06:49:15.300, 1, 0 %, 14691 MiB, 49.20 W
2026/05/02 06:49:15.303, 2, 0 %, 12101 MiB, 59.50 W
2026/05/02 06:49:15.306, 3, 0 %, 15579 MiB, 49.75 W
2026/05/02 06:49:29.068, 0, 11 %, 15347 MiB, 56.47 W
2026/05/02 06:49:29.074, 1, 0 %, 14691 MiB, 49.17 W
2026/05/02 06:49:29.077, 2, 32 %, 12101 MiB, 105.04 W
2026/05/02 06:49:29.083, 3, 0 %, 15579 MiB, 49.72 W
2026/05/02 06:49:43.189, 0, 0 %, 15347 MiB, 89.86 W
2026/05/02 06:49:43.192, 1, 95 %, 14691 MiB, 50.63 W
2026/05/02 06:49:43.196, 2, 0 %, 12101 MiB, 59.46 W
2026/05/02 06:49:43.199, 3, 0 %, 15579 MiB, 49.75 W
2026/05/02 06:49:57.216, 0, 62 %, 15347 MiB, 90.15 W
2026/05/02 06:49:57.219, 1, 0 %, 14691 MiB, 48.68 W
2026/05/02 06:49:57.222, 2, 0 %, 12101 MiB, 59.95 W
2026/05/02 06:49:57.225, 3, 0 %, 15579 MiB, 50.72 W
2026/05/02 06:50:11.084, 0, 0 %, 15347 MiB, 47.58 W
2026/05/02 06:50:11.087, 1, 6 %, 14691 MiB, 49.03 W
2026/05/02 06:50:11.090, 2, 0 %, 12101 MiB, 61.26 W
2026/05/02 06:50:11.093, 3, 0 %, 15579 MiB, 51.28 W
2026/05/02 06:50:24.737, 0, 56 %, 15347 MiB, 57.48 W
2026/05/02 06:50:24.740, 1, 0 %, 14691 MiB, 49.20 W
2026/05/02 06:50:24.743, 2, 0 %, 12101 MiB, 58.77 W
2026/05/02 06:50:24.748, 3, 0 %, 15579 MiB, 49.50 W
2026/05/02 06:50:38.497, 0, 0 %, 15347 MiB, 56.18 W
2026/05/02 06:50:38.500, 1, 0 %, 14691 MiB, 48.41 W
2026/05/02 06:50:38.503, 2, 0 %, 12101 MiB, 60.85 W
2026/05/02 06:50:38.506, 3, 93 %, 15579 MiB, 129.05 W
2026/05/02 06:50:52.596, 0, 9 %, 15347 MiB, 66.66 W
2026/05/02 06:50:52.600, 1, 0 %, 14691 MiB, 48.68 W
2026/05/02 06:50:52.603, 2, 31 %, 12101 MiB, 63.09 W
2026/05/02 06:50:52.606, 3, 0 %, 15579 MiB, 49.95 W
2026/05/02 06:51:06.016, 0, 0 %, 15347 MiB, 55.22 W
2026/05/02 06:51:06.019, 1, 94 %, 14691 MiB, 107.89 W
2026/05/02 06:51:06.022, 2, 0 %, 12101 MiB, 58.45 W
2026/05/02 06:51:06.025, 3, 0 %, 15579 MiB, 49.22 W
2026/05/02 06:51:19.824, 0, 78 %, 15347 MiB, 60.85 W
2026/05/02 06:51:19.827, 1, 0 %, 14691 MiB, 47.99 W
2026/05/02 06:51:19.830, 2, 0 %, 12101 MiB, 61.66 W
2026/05/02 06:51:19.833, 3, 0 %, 15579 MiB, 51.95 W
2026/05/02 06:51:33.860, 0, 47 %, 15347 MiB, 71.28 W
2026/05/02 06:51:33.863, 1, 0 %, 14691 MiB, 47.98 W
2026/05/02 06:51:33.866, 2, 1 %, 12101 MiB, 62.63 W
2026/05/02 06:51:33.869, 3, 9 %, 15579 MiB, 50.96 W
2026/05/02 06:51:47.936, 0, 49 %, 15347 MiB, 56.19 W
2026/05/02 06:51:47.939, 1, 0 %, 14691 MiB, 47.95 W
2026/05/02 06:51:47.942, 2, 8 %, 12101 MiB, 109.59 W
2026/05/02 06:51:47.945, 3, 0 %, 15579 MiB, 42.67 W
2026/05/02 06:52:01.705, 0, 96 %, 15347 MiB, 129.06 W
2026/05/02 06:52:01.708, 1, 0 %, 14691 MiB, 47.68 W
2026/05/02 06:52:01.711, 2, 0 %, 12101 MiB, 62.35 W
2026/05/02 06:52:01.714, 3, 0 %, 15579 MiB, 50.90 W
2026/05/02 06:52:15.456, 0, 53 %, 15347 MiB, 90.46 W
2026/05/02 06:52:15.459, 1, 0 %, 14691 MiB, 47.64 W
2026/05/02 06:52:15.462, 2, 0 %, 12101 MiB, 62.99 W
2026/05/02 06:52:15.465, 3, 9 %, 15579 MiB, 150.93 W
2026/05/02 06:52:29.221, 0, 56 %, 15347 MiB, 70.71 W
2026/05/02 06:52:29.225, 1, 0 %, 14691 MiB, 50.32 W
2026/05/02 06:52:29.227, 2, 0 %, 12101 MiB, 128.81 W
2026/05/02 06:52:29.233, 3, 0 %, 15579 MiB, 50.87 W
2026/05/02 06:52:42.985, 0, 70 %, 15347 MiB, 58.70 W
2026/05/02 06:52:42.988, 1, 0 %, 14691 MiB, 40.70 W
2026/05/02 06:52:42.992, 2, 0 %, 12101 MiB, 62.67 W
2026/05/02 06:52:42.994, 3, 0 %, 15579 MiB, 50.24 W
2026/05/02 06:52:56.736, 0, 50 %, 15347 MiB, 74.88 W
2026/05/02 06:52:56.740, 1, 0 %, 14691 MiB, 47.22 W
2026/05/02 06:52:56.743, 2, 1 %, 12101 MiB, 63.81 W
2026/05/02 06:52:56.745, 3, 0 %, 15579 MiB, 50.20 W
2026/05/02 06:53:10.496, 0, 19 %, 15347 MiB, 48.58 W
2026/05/02 06:53:10.500, 1, 19 %, 14691 MiB, 51.23 W
2026/05/02 06:53:10.503, 2, 20 %, 12101 MiB, 73.40 W
2026/05/02 06:53:10.506, 3, 25 %, 15579 MiB, 93.91 W
2026/05/02 06:53:24.280, 0, 17 %, 15347 MiB, 72.06 W
2026/05/02 06:53:24.284, 1, 21 %, 14691 MiB, 73.78 W
2026/05/02 06:53:24.287, 2, 21 %, 12101 MiB, 106.05 W
2026/05/02 06:53:24.290, 3, 22 %, 15579 MiB, 47.46 W
2026/05/02 06:53:38.068, 0, 12 %, 15347 MiB, 60.45 W
2026/05/02 06:53:38.071, 1, 19 %, 14691 MiB, 57.05 W
2026/05/02 06:53:38.074, 2, 21 %, 12101 MiB, 88.86 W
2026/05/02 06:53:38.077, 3, 25 %, 15579 MiB, 119.27 W
2026/05/02 06:53:51.812, 0, 18 %, 15347 MiB, 53.93 W
2026/05/02 06:53:51.815, 1, 13 %, 14691 MiB, 65.76 W
2026/05/02 06:53:51.818, 2, 21 %, 12101 MiB, 113.09 W
2026/05/02 06:53:51.821, 3, 25 %, 15579 MiB, 67.79 W
2026/05/02 06:54:05.541, 0, 58 %, 15347 MiB, 77.26 W
2026/05/02 06:54:05.544, 1, 0 %, 14691 MiB, 50.38 W
2026/05/02 06:54:05.550, 2, 0 %, 12101 MiB, 79.84 W
2026/05/02 06:54:05.553, 3, 0 %, 15579 MiB, 51.18 W
2026/05/02 06:54:19.300, 0, 51 %, 15347 MiB, 155.43 W
2026/05/02 06:54:19.304, 1, 0 %, 14691 MiB, 47.62 W
2026/05/02 06:54:19.307, 2, 0 %, 12101 MiB, 63.94 W
2026/05/02 06:54:19.310, 3, 0 %, 15579 MiB, 51.32 W
2026/05/02 06:54:33.056, 0, 45 %, 15347 MiB, 92.57 W
2026/05/02 06:54:33.059, 1, 0 %, 14691 MiB, 47.47 W
2026/05/02 06:54:33.062, 2, 0 %, 12101 MiB, 64.79 W
2026/05/02 06:54:33.065, 3, 0 %, 15579 MiB, 50.45 W
2026/05/02 06:54:46.817, 0, 0 %, 15347 MiB, 56.44 W
2026/05/02 06:54:46.820, 1, 94 %, 14691 MiB, 113.16 W
2026/05/02 06:54:46.825, 2, 0 %, 12101 MiB, 52.61 W
2026/05/02 06:54:46.828, 3, 0 %, 15579 MiB, 50.90 W
2026/05/02 06:55:00.576, 0, 48 %, 15347 MiB, 57.00 W
2026/05/02 06:55:00.580, 1, 0 %, 14691 MiB, 40.70 W
2026/05/02 06:55:00.583, 2, 0 %, 12101 MiB, 64.62 W
2026/05/02 06:55:00.586, 3, 0 %, 15579 MiB, 42.46 W
2026/05/02 06:55:14.337, 0, 49 %, 15347 MiB, 57.45 W
2026/05/02 06:55:14.340, 1, 0 %, 14691 MiB, 47.99 W
2026/05/02 06:55:14.343, 2, 0 %, 12101 MiB, 64.59 W
2026/05/02 06:55:14.346, 3, 0 %, 15579 MiB, 50.48 W
2026/05/02 06:55:28.097, 0, 97 %, 15347 MiB, 131.89 W
2026/05/02 06:55:28.102, 1, 0 %, 14691 MiB, 47.19 W
2026/05/02 06:55:28.104, 2, 0 %, 12101 MiB, 64.74 W
2026/05/02 06:55:28.107, 3, 0 %, 15579 MiB, 51.14 W
2026/05/02 06:55:42.176, 0, 44 %, 15347 MiB, 63.05 W
2026/05/02 06:55:42.179, 1, 0 %, 14691 MiB, 47.25 W
2026/05/02 06:55:42.182, 2, 0 %, 12101 MiB, 64.83 W
2026/05/02 06:55:42.188, 3, 0 %, 15579 MiB, 51.70 W
2026/05/02 06:55:56.261, 0, 19 %, 15347 MiB, 53.69 W
2026/05/02 06:55:56.266, 1, 17 %, 14691 MiB, 60.95 W
2026/05/02 06:55:56.269, 2, 18 %, 12101 MiB, 96.39 W
2026/05/02 06:55:56.272, 3, 23 %, 15579 MiB, 104.78 W
2026/05/02 06:56:10.020, 0, 42 %, 15347 MiB, 75.62 W
2026/05/02 06:56:10.024, 1, 0 %, 14691 MiB, 47.25 W
2026/05/02 06:56:10.026, 2, 5 %, 12101 MiB, 65.52 W
2026/05/02 06:56:10.029, 3, 0 %, 15579 MiB, 50.20 W
2026/05/02 06:56:23.461, 0, 20 %, 15347 MiB, 76.91 W
2026/05/02 06:56:23.464, 1, 21 %, 14691 MiB, 49.78 W
2026/05/02 06:56:23.467, 2, 17 %, 12101 MiB, 70.68 W
2026/05/02 06:56:23.471, 3, 22 %, 15579 MiB, 70.45 W
2026/05/02 06:56:37.537, 0, 15 %, 15347 MiB, 63.64 W
2026/05/02 06:56:37.540, 1, 18 %, 14691 MiB, 51.02 W
2026/05/02 06:56:37.543, 2, 16 %, 12101 MiB, 93.49 W
2026/05/02 06:56:37.546, 3, 24 %, 15579 MiB, 75.07 W
2026/05/02 06:56:50.977, 0, 17 %, 15347 MiB, 54.44 W
2026/05/02 06:56:50.980, 1, 18 %, 14691 MiB, 52.23 W
2026/05/02 06:56:50.985, 2, 17 %, 12101 MiB, 93.54 W
2026/05/02 06:56:50.988, 3, 24 %, 15579 MiB, 79.93 W
2026/05/02 06:57:04.741, 0, 17 %, 15347 MiB, 70.17 W
2026/05/02 06:57:04.744, 1, 18 %, 14691 MiB, 80.81 W
2026/05/02 06:57:04.747, 2, 19 %, 12101 MiB, 60.12 W
2026/05/02 06:57:04.750, 3, 24 %, 15579 MiB, 49.19 W
2026/05/02 06:57:18.497, 0, 17 %, 15347 MiB, 79.83 W
2026/05/02 06:57:18.501, 1, 18 %, 14691 MiB, 44.75 W
2026/05/02 06:57:18.503, 2, 18 %, 12101 MiB, 56.95 W
2026/05/02 06:57:18.507, 3, 24 %, 15579 MiB, 53.79 W
2026/05/02 06:57:32.258, 0, 17 %, 15347 MiB, 48.16 W
2026/05/02 06:57:32.261, 1, 18 %, 14691 MiB, 43.79 W
2026/05/02 06:57:32.264, 2, 18 %, 12101 MiB, 60.12 W
2026/05/02 06:57:32.267, 3, 24 %, 15579 MiB, 75.17 W
2026/05/02 06:57:45.697, 0, 17 %, 15347 MiB, 58.09 W
2026/05/02 06:57:45.700, 1, 18 %, 14691 MiB, 61.96 W
2026/05/02 06:57:45.703, 2, 18 %, 12101 MiB, 88.50 W
2026/05/02 06:57:45.706, 3, 24 %, 15579 MiB, 46.27 W
2026/05/02 06:57:59.460, 0, 17 %, 15347 MiB, 51.56 W
2026/05/02 06:57:59.463, 1, 18 %, 14691 MiB, 49.87 W
2026/05/02 06:57:59.466, 2, 18 %, 12101 MiB, 69.12 W
2026/05/02 06:57:59.473, 3, 24 %, 15579 MiB, 94.51 W
2026/05/02 06:58:13.226, 0, 17 %, 15347 MiB, 77.21 W
2026/05/02 06:58:13.229, 1, 18 %, 14691 MiB, 77.63 W
2026/05/02 06:58:13.232, 2, 18 %, 12101 MiB, 55.98 W
2026/05/02 06:58:13.235, 3, 24 %, 15579 MiB, 51.63 W
2026/05/02 06:58:27.025, 0, 17 %, 15347 MiB, 53.48 W
2026/05/02 06:58:27.028, 1, 18 %, 14691 MiB, 54.22 W
2026/05/02 06:58:27.031, 2, 18 %, 12101 MiB, 80.76 W
2026/05/02 06:58:27.035, 3, 24 %, 15579 MiB, 61.33 W
2026/05/02 06:58:40.456, 0, 0 %, 15347 MiB, 54.72 W
2026/05/02 06:58:40.460, 1, 0 %, 14691 MiB, 40.65 W
2026/05/02 06:58:40.463, 2, 0 %, 12101 MiB, 53.58 W
2026/05/02 06:58:40.466, 3, 94 %, 15579 MiB, 118.05 W
2026/05/02 06:58:54.029, 0, 47 %, 15347 MiB, 58.38 W
2026/05/02 06:58:54.032, 1, 0 %, 14691 MiB, 47.44 W
2026/05/02 06:58:54.035, 2, 0 %, 12101 MiB, 123.54 W
2026/05/02 06:58:54.038, 3, 0 %, 15579 MiB, 49.93 W
2026/05/02 06:59:08.684, 0, 96 %, 15347 MiB, 143.43 W
2026/05/02 06:59:08.687, 1, 0 %, 14691 MiB, 47.16 W
2026/05/02 06:59:08.690, 2, 0 %, 12101 MiB, 65.68 W
2026/05/02 06:59:08.693, 3, 0 %, 15579 MiB, 50.66 W
2026/05/02 06:59:22.349, 0, 49 %, 15347 MiB, 56.99 W
2026/05/02 06:59:22.352, 1, 0 %, 14691 MiB, 47.50 W
2026/05/02 06:59:22.355, 2, 0 %, 12101 MiB, 66.05 W
2026/05/02 06:59:22.358, 3, 0 %, 15579 MiB, 50.45 W
2026/05/02 06:59:36.441, 0, 41 %, 15347 MiB, 57.23 W
2026/05/02 06:59:36.444, 1, 0 %, 14691 MiB, 47.74 W
2026/05/02 06:59:36.447, 2, 0 %, 12101 MiB, 67.27 W
2026/05/02 06:59:36.450, 3, 0 %, 15579 MiB, 49.50 W
2026/05/02 06:59:50.352, 0, 43 %, 15347 MiB, 106.42 W
2026/05/02 06:59:50.355, 1, 0 %, 14691 MiB, 48.41 W
2026/05/02 06:59:50.358, 2, 0 %, 12101 MiB, 65.72 W
2026/05/02 06:59:50.361, 3, 0 %, 15579 MiB, 50.66 W
2026/05/02 07:00:04.113, 0, 17 %, 15347 MiB, 58.75 W
2026/05/02 07:00:04.116, 1, 18 %, 14691 MiB, 52.65 W
2026/05/02 07:00:04.119, 2, 17 %, 12101 MiB, 75.79 W
2026/05/02 07:00:04.125, 3, 22 %, 15579 MiB, 98.27 W
2026/05/02 07:00:17.880, 0, 48 %, 15347 MiB, 57.24 W
2026/05/02 07:00:17.883, 1, 1 %, 14691 MiB, 47.53 W
2026/05/02 07:00:17.890, 2, 24 %, 12101 MiB, 54.14 W
2026/05/02 07:00:17.893, 3, 0 %, 15579 MiB, 42.19 W
2026/05/02 07:00:31.956, 0, 48 %, 15347 MiB, 119.63 W
2026/05/02 07:00:31.959, 1, 0 %, 14691 MiB, 47.16 W
2026/05/02 07:00:31.962, 2, 0 %, 12101 MiB, 64.94 W
2026/05/02 07:00:31.965, 3, 0 %, 15579 MiB, 49.86 W
2026/05/02 07:00:45.738, 0, 47 %, 15347 MiB, 57.69 W
2026/05/02 07:00:45.742, 1, 0 %, 14691 MiB, 47.26 W
2026/05/02 07:00:45.747, 2, 0 %, 12101 MiB, 65.80 W
2026/05/02 07:00:45.751, 3, 0 %, 15579 MiB, 49.26 W
2026/05/02 07:00:59.476, 0, 0 %, 15347 MiB, 56.18 W
2026/05/02 07:00:59.479, 1, 94 %, 14691 MiB, 128.04 W
2026/05/02 07:00:59.482, 2, 0 %, 12101 MiB, 53.33 W
2026/05/02 07:00:59.485, 3, 0 %, 15579 MiB, 49.93 W
2026/05/02 07:01:13.244, 0, 48 %, 15347 MiB, 57.48 W
2026/05/02 07:01:13.248, 1, 0 %, 14691 MiB, 47.01 W
2026/05/02 07:01:13.250, 2, 0 %, 12101 MiB, 65.57 W
2026/05/02 07:01:13.253, 3, 0 %, 15579 MiB, 50.48 W
2026/05/02 07:01:27.256, 0, 48 %, 15347 MiB, 57.93 W
2026/05/02 07:01:27.259, 1, 0 %, 14691 MiB, 46.77 W
