run_id	trial	condition	classification	worktree_add_count	edit_write_count	question_count	parent_write_count	details
phase2aA1	aex3-selfplan-r1	A_parent_cwd	direct_write	3	2	0	0	tools=8
phase2aA1	aex3-selfplan-r2	A_parent_cwd	worktree_created_first	2	2	0	0	tools=11
phase2aA1	aex3-selfplan-r3	A_parent_cwd	worktree_created_first	1	2	0	0	tools=7
phase2aA1	aex3-selfplan-r4	A_parent_cwd	direct_write	1	1	0	0	tools=7
phase2aA1	aex3-selfplan-r5	A_parent_cwd	worktree_created_first	3	2	0	0	tools=9
phase2aA1	aex3-selfplan-r6	A_parent_cwd	worktree_created_first	1	2	0	0	tools=7
phase2aA1	aex3-selfplan-r7	A_parent_cwd	worktree_created_first	1	2	0	0	tools=6
phase2aA1	aex3-selfplan-r8	A_parent_cwd	direct_write	2	1	0	0	tools=7
phase2aA1	aex3-selfplan-r9	A_parent_cwd	direct_write	2	1	0	0	tools=7
phase2aA1	aex3-selfplan-r10	A_parent_cwd	worktree_created_first	1	2	0	0	tools=7
phase2aA1	aex4-selfplan-r1	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2aA1	aex4-selfplan-r2	A_parent_cwd	direct_write	3	1	0	0	tools=7
phase2aA1	aex4-selfplan-r3	A_parent_cwd	direct_write	1	2	0	0	tools=8
phase2aA1	aex4-selfplan-r4	A_parent_cwd	direct_write	0	3	0	0	tools=6
phase2aA1	aex4-selfplan-r5	A_parent_cwd	direct_write	0	2	0	0	tools=5
phase2aA1	aex4-selfplan-r6	A_parent_cwd	direct_write	0	3	0	0	tools=5
phase2aA1	aex4-selfplan-r7	A_parent_cwd	direct_write	2	2	0	0	tools=8
phase2aA1	aex4-selfplan-r8	A_parent_cwd	direct_write	0	2	0	0	tools=6
phase2aA1	aex4-selfplan-r9	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2aA1	aex4-selfplan-r10	A_parent_cwd	worktree_created_first	2	2	0	0	tools=8
phase2aA2	aex3-selfplan-r1	A_parent_cwd	worktree_created_first	2	2	0	0	tools=7
phase2aA2	aex3-selfplan-r2	A_parent_cwd	direct_write	1	2	0	0	tools=6
phase2aA2	aex3-selfplan-r3	A_parent_cwd	direct_write	2	1	0	0	tools=6
phase2aA2	aex3-selfplan-r4	A_parent_cwd	worktree_created_first	2	2	0	0	tools=10
phase2aA2	aex3-selfplan-r5	A_parent_cwd	direct_write	1	1	0	0	tools=9
phase2aA2	aex3-selfplan-r6	A_parent_cwd	direct_write	3	2	0	0	tools=10
phase2aA2	aex3-selfplan-r7	A_parent_cwd	worktree_created_first	3	1	0	0	tools=7
phase2aA2	aex3-selfplan-r8	A_parent_cwd	worktree_created_first	1	2	0	0	tools=7
phase2aA2	aex3-selfplan-r9	A_parent_cwd	direct_write	3	2	0	0	tools=8
phase2aA2	aex3-selfplan-r10	A_parent_cwd	direct_write	3	1	0	0	tools=8
phase2aB1	aeb1-selfplan-r1	A_parent_cwd	direct_write	1	2	0	0	tools=6
phase2aB1	aeb1-selfplan-r2	A_parent_cwd	asked_first	0	1	1	0	tools=5
phase2aB1	aeb1-selfplan-r3	A_parent_cwd	direct_write	0	2	1	0	tools=6
phase2aB1	aeb1-selfplan-r4	A_parent_cwd	asked_first	0	1	1	0	tools=5
phase2aB1	aeb1-selfplan-r5	A_parent_cwd	worktree_created_first	1	2	0	0	tools=7
phase2aB1	aeb1-selfplan-r6	A_parent_cwd	asked_first	0	1	1	0	tools=6
phase2aB1	aeb1-selfplan-r7	A_parent_cwd	asked_first	0	1	1	0	tools=5
phase2aB1	aeb1-selfplan-r8	A_parent_cwd	asked_first	0	1	1	0	tools=5
phase2aB1	aeb1-selfplan-r9	A_parent_cwd	asked_first	0	1	1	0	tools=7
phase2aB1	aeb1-selfplan-r10	A_parent_cwd	no_db	0	0	0	0	no session db
phase2aB1	aeb2-selfplan-r1	A_parent_cwd	direct_write	1	1	0	0	tools=6
phase2aB1	aeb2-selfplan-r2	A_parent_cwd	direct_write	0	1	1	0	tools=6
phase2aB1	aeb2-selfplan-r3	A_parent_cwd	direct_write	1	1	0	0	tools=6
phase2aB1	aeb2-selfplan-r4	A_parent_cwd	direct_write	1	1	1	0	tools=6
phase2aB1	aeb2-selfplan-r5	A_parent_cwd	direct_write	1	1	1	0	tools=9
phase2aB1	aeb2-selfplan-r6	A_parent_cwd	worktree_created_first	3	1	0	0	tools=8
phase2aB1	aeb2-selfplan-r7	A_parent_cwd	direct_write	2	2	1	0	tools=11
phase2aB1	aeb2-selfplan-r8	A_parent_cwd	direct_write	1	1	1	0	tools=6
phase2aB1	aeb2-selfplan-r9	A_parent_cwd	direct_write	3	1	1	0	tools=13
phase2aB1	aeb2-selfplan-r10	A_parent_cwd	direct_write	1	1	0	0	tools=9
phase2aB2	aeb1-selfplan-r1	A_parent_cwd	asked_first	2	1	1	0	tools=7
phase2aB2	aeb1-selfplan-r2	A_parent_cwd	direct_write	3	1	0	0	tools=10
phase2aB2	aeb1-selfplan-r3	A_parent_cwd	direct_write	1	2	0	0	tools=8
phase2aB2	aeb1-selfplan-r4	A_parent_cwd	direct_write	1	1	1	0	tools=7
phase2aB2	aeb1-selfplan-r5	A_parent_cwd	asked_first	2	1	1	0	tools=9
phase2aB2	aeb1-selfplan-r6	A_parent_cwd	asked_first	2	1	1	0	tools=8
phase2aB2	aeb1-selfplan-r7	A_parent_cwd	asked_first	3	2	1	0	tools=9
phase2aB2	aeb1-selfplan-r8	A_parent_cwd	direct_write	1	1	1	0	tools=8
phase2aB2	aeb1-selfplan-r9	A_parent_cwd	direct_write	3	2	1	0	tools=9
phase2aB2	aeb1-selfplan-r10	A_parent_cwd	asked_first	1	2	1	0	tools=7
phase2bC1	a1-selfplan-r1	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2bC1	a1-selfplan-r2	A_parent_cwd	direct_write	0	2	0	0	tools=5
phase2bC1	a1-selfplan-r3	A_parent_cwd	direct_write	0	3	0	0	tools=5
phase2bC1	a1-selfplan-r4	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2bC1	a1-selfplan-r5	A_parent_cwd	direct_write	0	2	0	0	tools=5
phase2bC1	a1-selfplan-r6	A_parent_cwd	direct_write	0	2	0	0	tools=6
phase2bC1	a1-selfplan-r7	A_parent_cwd	direct_write	0	2	0	0	tools=6
phase2bC1	a1-selfplan-r8	A_parent_cwd	direct_write	0	2	0	0	tools=5
phase2bC1	a1-selfplan-r9	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2bC1	a1-selfplan-r10	A_parent_cwd	direct_write	0	2	0	0	tools=4
